"","MLUSE_old","MLUSE_new"
"1204","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1205","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1206","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1207","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1208","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1209","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1210","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1211","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1212","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1213","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1214","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1215","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1216","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1217","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1218","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1219","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1220","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1221","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1222","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1223","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1224","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1225","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1226","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1227","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1228","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1229","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1230","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1231","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1232","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1233","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1234","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1235","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1236","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1237","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1238","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1239","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1240","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1241","Single Family Residential Suburban (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1242","Single Family Residential Suburban (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1243","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1244","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1245","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1246","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1247","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1248","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1249","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1250","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1251","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1252","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1253","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1254","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1255","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1256","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1257","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1258","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1259","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1260","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1261","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1262","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1263","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1264","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1265","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1266","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1267","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1268","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1269","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1270","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1271","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1272","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1273","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1274","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1275","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1276","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1277","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1278","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1279","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1280","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1281","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1282","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1283","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1284","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1285","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1286","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1287","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1288","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1289","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1290","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1291","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1292","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1293","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1294","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1295","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1296","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1297","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1298","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1299","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1300","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1301","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1302","Single Family Residential Suburban (before)","Commerical / Industrial (after)"
"1303","Single Family Residential Suburban (before)","Commerical / Industrial (after)"
"1304","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1305","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1306","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1307","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1308","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1309","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1310","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1311","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1312","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1313","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1314","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1315","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1316","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1317","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1318","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1319","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1320","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1321","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1322","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1323","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1324","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1325","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1326","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1327","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1328","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1329","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1330","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1331","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1332","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1333","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1334","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1335","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1336","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1337","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1338","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1339","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1340","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1341","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1342","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1343","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1344","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1345","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1346","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1347","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1348","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1349","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1350","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1351","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1352","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1353","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1354","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1355","Single Family Residential Suburban (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1356","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1357","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1358","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1359","Other (before)","Other (after)"
"1360","Other (before)","Other (after)"
"1361","Agricultural / Undeveloped (20-99 Acres) (before)","Undefined (after)"
"1362","Undefined (before)","Undefined (after)"
"1363","Other (before)","Other (after)"
"1364","Undefined (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1365","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1366","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1367","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1368","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1369","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1370","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
